sentence,txtCheat,cheat,cheating,betray,betrayal,lie,lying,affair,unfaithful,infidelity,deception,dishonesty,adultery,trust,secrets,manipulation,hidden,suspicion,guilt
"In a rural district of Tokyo, the owner of a farm is abandoned by his two daughters who are attracted to the life of the big city.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"After the death of his uncle, the owner of the Rhine based Bockelmann Sparkling Wine, Peter turns up for the reading of the will. Justus Bockelmann, a producer of mineral water, is confident he will inherit the business, but ‘for reasons of moral rectitude’ he has no intention of running an ‘alcoholic business’. The opening of the will comes as a surprise to all the potential heirs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dumped two days before his planned proposal on the day of the Royal Wedding, well-off slacker Ben Caserley sets out to win back his girlfriend - before the wedding bells call time on their relationship.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former childhood pals Leo and Nikki are attracted to each other as adults—but will their feuding parents' rival pizzerias put a chill on their sizzling romance?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A young woman who comes to Liverpool for domestic employment and finds romance with a young sailor who winds up in hospital after a fight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boy meets girl in the escalator of a Berlin metro station. The boy decides to give love a chance and runs after the girl but she is nowhere to be found. Then the city of Berlin starts giving him signs where to go.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A youth film about four city lasses.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"During the Republic of China, a Beijing Opera actor named Wu Yuqin specializes in performing in female roles. He takes the stage name Qiu Haitang and is invited to dinner by an admiring warlord Yuan. He later meets Luo Xiangqi, a graduate of a female performance school. The two of them fall in love but it turns out that she is warlord Yuan's wife...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert Quinn Ingalls wants to be a doctor. But soon he discovers that he is fatally ill. He decides to spend the rest of his life in Walnut Grove. Meanwhile children from school are preparing for their traditional climbing of the mountain.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A comedy-romance about rival brothers attending a military academy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Set in a small politically unstable Latin American country, the story follows the half English and half Latino Dr. Eduardo Plarr, who left his home to find a better life. Along the way he meets an array of people, including British Consul Charley Fortnum, a representative in Latin America who is trying to keep Revolution from occurring. He is also a remorseful alcoholic. Another person the doctor meets is Clara, whom he immediately falls in love with, but there is a problem: Clara is Charley's wife.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A group of musicians travel to London after finding renewed success with a new singer. They end up winning the lottery, but misplace the winning ticket.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A business tycoon decides to adopt a stranger after he saves her life when someone tries to kill her. It turns out, the stranger has a murky past and while she tries everything she can to save him from it, fate brings him at crossroads with his past life.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A young man goes to Las Vegas with his best friend to prove he can win big bucks. When he loses all of the money, he and his friend get help from a young woman who tells the man the story of some special stones that are part of a legend involving time travel and parallel universes. When the trio get in a car accident, the young gambler is the only survivor. Pursued by a female detective, the two accidentally end up back in time on Christmas Day, where the gambler decides to make the wrong things right, and he also ends up falling in love with the detective.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arikki is a wastrel, who has led a vain and aimless life. He meets Maheshwari, who then becomes the reason for his existence. After several comic escapades, the two elope but are chased by Maheshwari’s terrifying brother, who has sworn to avenge his humiliation by spilling Arikki's blood.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The film features Fernandez himself as a character named Rogellio Torres. The lion's share of the footage, however, is devoted to the romance between Esperanza, granddaughter of a common laborer, and Jose Luis Castro, the firebrand son of a landowner. Joining a revolutionary movements, Castro is disowned by his father, but Esperanza remains loyally by his side. Later on, Castro's father is killed by outlaws; in seeking vengeance, he sacrifices his own life, while Esperanza carries on his revolutionary work with their young son in tow.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montu has loved Bittu since childhood, but even when Bittu's marriage is on the cards, they are still just friends. But that's not the only problem, as a prospective suitor, Abhinav, makes things even more complicated for Montu and Bittu. The story takes us through their journey of emotions.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A woman reeling from the death of her parents becomes attached to an alluring man whose sudden disappearance sends her and her friends into a haunted high-rise to find him.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A t-rex recalls a relationship gone wrong with a pterodactyl in this prehistoric postcard.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"He is considered to be one of the greatest German film stars, Hans Albers, known as ""Der blonde Hans"", a man made for the cinema. He was an actor, singer, idol of the Germans - and darling of the Nazis. Nevertheless, he could not protect his great love, the Jewess Hansi Burg. In 1938 she had to flee to London from anti-Semitism in Germany. But Albers himself stayed in Germany and continued to film, driven by a desire for a career and the call of money. In 1946, one year after the end of the Second World War, they meet again: Hansi Burg returns to the land of the murderers of her parents in the uniform of the British Army and visits Hans Albers in his villa on Lake Starnberg. He lives there with another woman. The rival has to go, then there is a tense debate. For a day and a night, the blonde Hans has to face uncomfortable questions and even more uncomfortable truths.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"To prove his brother's innocence, undercover officer Nick enrolls in high school again, dealing with crushes, bullies, humiliations, popularity swings, and quirky teachers and staff to find the real murderer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A woman is magically forced to repeat the same date over and over again until she can make it go perfectly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pulled from the second season of web series ""Coffee House Chronicles,"" with new adventures of unlucky-in-love Eli, this movie continues to explore the life and loves of LGBTQ+ folks in Los Angeles.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A young father who lives apart from his family meets and falls for his daughter's friend. As they grow closer, he can't help how he feels.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob chooses his beloved son Joseph as his successor. Joseph's 11 other brothers get jealous and throw Joseph in a well and tell their father that Joseph is dead. Jacob gets blind out of sorrow....,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A chance encounter between a black woman and a South Asian man in Birmingham forces them to confront life changing events they are desperately trying to escape.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seeking US citizenship, a Viennese refugee arranges a marriage of convenience with a struggling writer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yarden Gat is young, brilliant, creative and doesn't really believe in love. However when she decides to go on a date anyway, she soon dicovers herself telling about the time she worked for a newspaper, slept with her married boss and following his order ruined her single romanticist best friend's life, when she sends him on many dates only to write about it humiliatingly in the paper. Maybe not the best story for a first date? depends on the date...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Ghanaian Romantic-Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Russell is a jack-the-lad teenage boy: obsessed with social media. His love-interest Jameela has a stern, eagle-eyed father determined to keep the pair apart.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mario and Maria Boschi, a 30-year-old couple with small children, are hit by a crisis: husband and wife cannot agree on a party name. A colleague, also named Mario, makes an impressive speech, and Maria find herself increasingly attracted to him. She feels able to relate to him like she could to her husband in the old days. They spend the night together, and she falls ill. When she is asked by her husband to leave the house, she realizes that there may be a difference between real love and a vague need for understanding.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parker Ballantine is a New York theater critic and his wife writes a play that may or may not be very good. Now Parker must either get out of reviewing the play or cause the breakup of his marriage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chase, a hopeless romantic, is madly love with Olivia, who is unaware of Chase's existence. Having a strong desire and lust for Olivia, Chase hatches a plan to make his move... going through her best friend Seth first.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The relationship between a painter and his admirer unfolds as an abstract, twist-filled hide-and-seek game against the backdrop of murder and revenge.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A play by Terence Rattigan about the stories of several people staying at a seaside hotel in Bournemouth which features dining at ""Separate Tables.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A 1930s Scottish doctor (Sean Connery) goes climbing in the Alps with an infatuated niece (Betsy Brantley) he passes off as his wife.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Small-town baker, Kelly, gets a big surprise when she is invited to compete on a Valentine's Day baking show in New York City - and an even bigger surprise when she runs into her ex-fiance.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zoe, a young Acadian woman, decides to head home to her mother in Prince Edward Island after a failed relationship on the West Coast. Out of money, she decides to hitchhike and to rely on the kindness of strangers to carry her across the country. The first person to offer her a couch to sleep on is Alex, a musically gifted francophone who moved to Vancouver a few years ago to work for a software company. Alex decides to leave his job and follow Zoe. A romantic who is convinced he's found his soul mate, Alex's love is challenged throughout the trip. From one couch to the next, from one city to the next, they learn to trust and draw strength from one another giving new meaning to their lives.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The events of the film revolve in the era of the Umayyad dynasty, around the shepherd (Salama), who has a charming voice and has a love relationship with (Abdul Rahman), but her love is hindered by (Ibn Suhail’s) greed for her. She runs away from him out of fear for herself and her love, and (Abdul Rahman) begins his search journey. about her .",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5 people from Turkey, discover themselves and each other in New York and embark new adventures.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A young man enters the Rome Metro with a friend, where they notice a woman who has just left the restroom with her dress accidentally tucked into her panties. They tell her about her inadvertent exposure, after which one of the boys boards a train, leaving his besotted friend standing on the platform - totally smitten with the lovely young lady. The two are waiting on opposite platforms, where they await the last train. The young man proclaims his love at first sight - telling her she's the most beautiful woman he's ever seen. Obviously flattered, the woman reciprocates in a way the young man will never forget...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
